Header
rate=30
frames=600
duration=20.0
type=degree
Body
Time,Frame,RE,RS,LE,LS,NV,NH,HD,RK,RH,LK,LH,TV,TH,TO,SD
4.76667,143,57.9252,-12.5411,56.6373,-12.0524,6.21501,-41.2097,-22.826,-38.7092,35.1761,-37.2856,36.7651,22.7688,-24.3812,-0.149772,0.0
4.8,144,59.1351,-12.7612,57.8613,-12.2935,7.08001,-40.5727,-21.7447,-38.8988,35.4941,-37.4821,37.1002,22.7688,-24.3812,-0.149772,0.0
4.83333,145,60.5638,-13.005,59.3061,-12.5502,8.12501,-39.7131,-20.4385,-39.1235,35.8578,-37.7144,37.5001,22.7688,-24.3812,-0.149772,0.0
4.86667,146,62.1568,-13.2556,60.9154,-12.8244,9.32001,-38.6495,-18.9447,-39.375,36.2768,-37.9751,37.9523,22.7688,-24.3812,-0.149772,0.0
4.9,147,63.8629,-13.51,62.6373,-13.0903,10.635,-37.4004,-17.301,-39.6455,36.7315,-38.2547,38.4425,22.7688,-24.3812,-0.149772,0.0
4.93333,148,65.6349,-13.722,64.4246,-13.3462,12.04,-35.9842,-15.5447,-39.9272,37.2102,-38.5456,38.9583,22.7688,-24.3812,-0.149772,0.0
4.96667,149,67.4308,-13.9294,66.2344,-13.5609,13.505,-34.4197,-13.7135,-40.2125,37.7014,-38.8407,39.4875,22.7688,-24.3812,-0.149772,0.0
5.0,150,69.2127,-14.0788,68.0286,-13.7277,15.0,-32.7253,-11.8447,-40.4964,38.2025,-39.1333,40.0186,22.7688,-24.3812,-0.149772,0.0
5.03333,151,70.9468,-14.2166,69.7735,-13.8781,16.495,-30.9196,-9.97599,-40.7723,38.688,-39.4181,40.5414,22.7688,-24.3812,-0.149772,0.0
5.06667,152,72.6026,-14.2928,71.4385,-13.9778,17.96,-29.0211,-8.14474,-41.0351,39.148,-39.69,41.0382,22.7688,-24.3812,-0.149772,0.0
5.1,153,74.1522,-14.3473,72.996,-14.0406,19.365,-27.0485,-6.38849,-41.2806,39.59,-39.9434,41.521,22.7688,-24.3812,-0.149772,0.0
